PG.ProteinLabel	PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.Completeness	[1] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_A1_983t_S3-C7_1_5750.d.PG.Quantity	[2] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_B1_981s_S3-A8_1_5727.d.PG.Quantity	[3] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_C1_975s_S3-C11_1_5754.d.PG.Quantity	[4] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_D1_1s_S3-B2_1_5733.d.PG.Quantity	[5] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_E1_5t_S3-D7_1_5762.d.PG.Quantity	[6] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_F1_949t_S3-D1_1_5756.d.PG.Quantity	[7] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_G1_9t_S3-B4_1_5735.d.PG.Quantity	[8] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_H1_977t_S3-B12_1_5743.d.PG.Quantity	[9] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_I1_995s_S3-B7_1_5738.d.PG.Quantity	[10] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_J1_7s_S3-C5_1_5748.d.PG.Quantity	[11] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_K1_997t_S3-A4_1_5723.d.PG.Quantity	[12] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_L1_941t_S3-C3_1_5746.d.PG.Quantity	[13] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_M1_943s_S3-A3_1_5722.d.PG.Quantity	[14] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_N1_965t_S3-A10_1_5729.d.PG.Quantity	[15] 20231012_TIMS6_EVO4_PRI_X1194_P0146_R0966_44min_DIA-PASEF_O1_955s_S3-D6_1_5761.d.PG.Quantity
MARE3_MOUSE	Q6PER3	Mapre3	Microtubule-associated protein RP/EB family member 3	100	158.9829559326172	188.94189453125	261.9202880859375	171.00750732421875	144.6309814453125	232.1792755126953	177.1854248046875	178.14239501953125	200.6373748779297	198.91448974609375	159.9981689453125	160.1270294189453	164.05874633789062	180.8382568359375	216.49130249023438
PK3C3_MOUSE	Q6PF93	Pik3c3	Phosphatidylinositol 3-kinase catalytic subunit type 3	86.7	29.65395164489746	24.082653045654297	20.674301147460938	33.06294631958008	NaN	28.581148147583008	32.4276008605957	34.8001823425293	38.52470779418945	36.63457107543945	24.820404052734375	19.909555435180664	39.748924255371094	19.88597869873047	NaN
DLGP3_MOUSE	Q6PFD5	Dlgap3	Disks large-associated protein 3	86.7	62.54432678222656	49.19579315185547	44.24332809448242	37.83888626098633	NaN	24.776081085205078	43.1395263671875	18.10515022277832	56.44071960449219	43.50859832763672	45.16923522949219	30.725502014160156	78.47660827636719	19.501293182373047	NaN
NUP98_MOUSE	Q6PFD9	Nup98	Nuclear pore complex protein Nup98-Nup96	93.3	37.906856536865234	70.43099212646484	54.77450942993164	39.27003479003906	NaN	39.54358673095703	48.51099395751953	37.9245491027832	42.88077163696289	48.73575973510742	62.10489273071289	40.49967575073242	95.65857696533203	40.165592193603516	65.5643081665039
TRA2A_MOUSE	Q6PFR5	Tra2a	Transformer-2 protein homolog alpha	100	250.0821990966797	318.45697021484375	244.53944396972656	252.8841552734375	448.9465637207031	299.8561706542969	346.3234558105469	260.4951171875	521.0784301757812	303.89849853515625	253.44467163085938	526.28515625	395.17431640625	438.5497131347656	327.4461364746094
FCSD1_MOUSE	Q6PFY1	Fchsd1	F-BAR and double SH3 domains protein 1	26.7	40.35107421875	NaN	12.191912651062012	NaN	NaN	10.165184020996094	NaN	NaN	NaN	NaN	NaN	NaN	70.85102844238281	NaN	NaN
NAA50_MOUSE	Q6PGB6	Naa50	N-alpha-acetyltransferase 50	100	25.816286087036133	57.58748245239258	39.18368911743164	37.603431701660156	55.53926086425781	41.56403350830078	48.18354797363281	32.87200927734375	30.94240379333496	27.440500259399414	35.25942611694336	41.648597717285156	52.63776397705078	55.272647857666016	87.24295043945312
SMCA1_MOUSE	Q6PGB8	Smarca1	Probable global transcription activator SNF2L1	100	69.83782958984375	70.21275329589844	53.77465057373047	72.0429458618164	94.57093811035156	68.83935546875	72.52368927001953	45.6412353515625	42.473201751708984	65.54301452636719	83.94660186767578	49.35567855834961	108.3248062133789	59.02897262573242	162.90760803222656
DHX29_MOUSE	Q6PGC1	Dhx29	ATP-dependent RNA helicase DHX29	100	29.79645538330078	17.537799835205078	15.594696044921875	30.37273406982422	50.94261932373047	19.54826545715332	27.282005310058594	23.063264846801758	35.745296478271484	21.033845901489258	23.78997039794922	20.561460494995117	30.937307357788086	11.78952407836914	32.71674346923828
SC6A7_MOUSE	Q6PGE7	Slc6a7	Sodium-dependent proline transporter	100	34.31417465209961	29.028108596801758	24.22521209716797	28.636465072631836	36.42423629760742	37.346824645996094	16.063411712646484	16.992549896240234	9.73116683959961	29.211658477783203	15.863556861877441	31.279333114624023	32.967674255371094	6.041534423828125	15.072611808776855
EXOC8_MOUSE	Q6PGF7	Exoc8	Exocyst complex component 8	100	49.49837875366211	51.98930358886719	48.85884094238281	49.98830795288086	96.4266586303711	48.614173889160156	51.565223693847656	46.47920608520508	64.07987213134766	43.48102569580078	46.224273681640625	51.91944885253906	69.32679748535156	45.58378601074219	67.92280578613281
GNL3L_MOUSE	Q6PGG6	Gnl3l	Guanine nucleotide-binding protein-like 3-like protein	80	8.115409851074219	10.122032165527344	6.0269646644592285	9.795162200927734	NaN	6.235227108001709	10.027881622314453	6.723886013031006	15.145681381225586	6.6975998878479	9.078582763671875	NaN	16.668813705444336	7.124835014343262	NaN
UBTD2_MOUSE	Q6PGH0	Ubtd2	Ubiquitin domain-containing protein 2	46.7	36.88400650024414	NaN	NaN	19.158897399902344	NaN	27.499902725219727	38.362613677978516	NaN	39.653751373291016	16.944948196411133	NaN	NaN	NaN	10.816837310791016	NaN
BUD31_MOUSE	Q6PGH1	Bud31	Protein BUD31 homolog	100	48.66456604003906	33.15806198120117	45.02373123168945	38.633480072021484	95.58177185058594	67.51557159423828	48.41822814941406	30.956863403320312	62.16695022583008	58.996368408203125	55.19545364379883	46.247161865234375	43.62065887451172	44.45298767089844	63.19215774536133
WASC2_MOUSE	Q6PGL7	Washc2	WASH complex subunit 2	100	81.53199768066406	74.51065063476562	88.28296661376953	80.62078094482422	68.77742767333984	90.27941131591797	66.68492126464844	80.14584350585938	142.97982788085938	77.55258178710938	96.57394409179688	73.01367950439453	97.77904510498047	66.86402893066406	107.66336822509766
DCLK2_MOUSE	Q6PGN3	Dclk2	Serine/threonine-protein kinase DCLK2	100	27.04014015197754	22.847896575927734	34.36515426635742	34.3515625	54.48739242553711	17.303213119506836	24.9044246673584	20.131595611572266	19.89543342590332	17.99034309387207	23.208438873291016	26.40383529663086	34.8784294128418	24.119802474975586	8.774547576904297
ERC2_MOUSE	Q6PH08	Erc2	ERC protein 2	93.3	68.26012420654297	59.17231750488281	62.36630630493164	60.07527160644531	NaN	53.97520065307617	42.39017105102539	43.83599853515625	55.69655990600586	32.96981430053711	35.78865432739258	49.646400451660156	48.2305908203125	33.472900390625	19.542736053466797
RAB35_MOUSE	Q6PHN9	Rab35	Ras-related protein Rab-35	100	294.1688537597656	432.8988342285156	258.3866882324219	374.51129150390625	182.32669067382812	249.30465698242188	364.696044921875	287.7666015625	306.9110412597656	234.48736572265625	300.610107421875	343.3524169921875	451.9334716796875	331.6891784667969	172.43624877929688
NAA35_MOUSE	Q6PHQ8	Naa35	N-alpha-acetyltransferase 35, NatC auxiliary subunit	100	45.311729431152344	41.311363220214844	30.0577392578125	44.01953887939453	40.70691680908203	36.777320861816406	48.85371780395508	51.87112808227539	64.66415405273438	48.67720031738281	45.94496154785156	52.86625671386719	50.108036041259766	44.47584915161133	35.884944915771484
SNX13_MOUSE	Q6PHS6	Snx13	Sorting nexin-13	93.3	35.73686599731445	30.313528060913086	17.574342727661133	34.90158462524414	18.84353256225586	20.50910758972168	27.083972930908203	25.048044204711914	40.17982482910156	22.841567993164062	33.6484489440918	26.081703186035156	19.095399856567383	17.9470272064209	NaN
CA2D2_MOUSE	Q6PHS9	Cacna2d2	Voltage-dependent calcium channel subunit alpha-2/delta-2	100	72.7027359008789	88.8172607421875	58.81129455566406	61.42866516113281	106.24597930908203	73.31343078613281	80.76258087158203	88.67353820800781	107.94074249267578	55.589168548583984	75.13309478759766	64.32659912109375	73.41631317138672	63.008033752441406	204.83883666992188
SORT_MOUSE	Q6PHU5	Sort1	Sortilin	100	338.9907531738281	387.43585205078125	289.0409851074219	277.6737976074219	426.4740905761719	397.82373046875	323.29779052734375	363.6544494628906	326.0252380371094	396.4864196777344	301.6234436035156	397.7187194824219	303.48236083984375	500.6276550292969	373.254638671875
KCC2D_MOUSE	Q6PHZ2	Camk2d	Calcium/calmodulin-dependent protein kinase type II subunit delta	100	73.466064453125	99.65511322021484	83.12755584716797	66.58087921142578	146.28070068359375	67.81661224365234	71.94422912597656	68.27003479003906	60.048248291015625	68.9731216430664	98.16362762451172	81.42082214355469	256.31964111328125	56.22321319580078	132.55426025390625
RB15B_MOUSE	Q6PHZ5	Rbm15b	Putative RNA-binding protein 15B	93.3	21.062896728515625	23.491722106933594	15.006659507751465	13.306845664978027	44.556339263916016	18.604921340942383	28.22189712524414	22.135393142700195	NaN	25.09750747680664	23.44739532470703	12.014912605285645	33.17992401123047	27.720077514648438	25.536056518554688
KCIP4_MOUSE	Q6PHZ8	Kcnip4	Kv channel-interacting protein 4	60	NaN	31.2131290435791	17.2313232421875	31.0791015625	16.58322525024414	22.854488372802734	30.92354965209961	17.37296485900879	NaN	NaN	NaN	NaN	49.70675277709961	29.396059036254883	NaN
AT1A3_MOUSE	Q6PIC6	Atp1a3	Sodium/potassium-transporting ATPase subunit alpha-3	100	3866.016845703125	3266.46630859375	2986.987060546875	4455.013671875	3272.462890625	2963.247802734375	2471.50048828125	3084.371826171875	2794.8017578125	3277.6611328125	3204.2705078125	2636.587158203125	1679.958251953125	2148.340576171875	951.750244140625
AT1A2_MOUSE	Q6PIE5	Atp1a2	Sodium/potassium-transporting ATPase subunit alpha-2	100	5679.3515625	5481.41357421875	5001.50146484375	8094.38037109375	4963.3681640625	5591.89013671875	4269.79541015625	5340.97509765625	5097.87158203125	5374.2041015625	5972.67138671875	4296.86181640625	2915.663330078125	3523.38916015625	2140.7763671875
NUDC1_MOUSE	Q6PIP5	Nudcd1	NudC domain-containing protein 1	80	18.545156478881836	21.62443733215332	14.858224868774414	17.516956329345703	NaN	35.1198616027832	17.343172073364258	21.622026443481445	24.6784610748291	18.50655746459961	21.858781814575195	19.93438720703125	NaN	21.27828025817871	NaN
ACOT5_MOUSE	Q6Q2Z6	Acot5	Acyl-coenzyme A thioesterase 5	60	69.34774780273438	280.1217041015625	144.0211639404297	113.7741470336914	NaN	174.0542755126953	NaN	210.49246215820312	NaN	313.0365905761719	NaN	NaN	NaN	74.73680114746094	69.40322875976562
AT2B4_MOUSE	Q6Q477	Atp2b4	Plasma membrane calcium-transporting ATPase 4	93.3	48.773990631103516	57.49188232421875	51.22899627685547	56.850120544433594	70.53620910644531	48.19587707519531	39.4417839050293	77.7107162475586	82.15283966064453	72.76933288574219	71.91293334960938	777.9149169921875	42.85566329956055	45.17217254638672	NaN
NEB2_MOUSE	Q6R891	Ppp1r9b	Neurabin-2	100	57.17775344848633	42.1877326965332	77.0244140625	58.1020393371582	37.03310775756836	44.92142105102539	41.77002716064453	40.48255920410156	46.362796783447266	38.6734733581543	44.94224166870117	30.422449111938477	45.01758575439453	30.70954704284668	86.3472900390625
F120B_MOUSE	Q6RI63	Fam120b	Constitutive coactivator of peroxisome proliferator-activated receptor gamma	100	45.180938720703125	43.607521057128906	37.2205810546875	56.02902603149414	58.23136520385742	25.193401336669922	54.37929153442383	44.54547882080078	38.87982177734375	27.130821228027344	53.5601921081543	38.38001251220703	52.682559967041016	48.33624267578125	55.24528884887695
UQCC4_MOUSE	Q6RUT7	Uqcc4	Ubiquinol-cytochrome c reductase complex assembly factor 4	73.3	14.112282752990723	7.1297287940979	1.7735759019851685	9.068634033203125	NaN	4.80110502243042	3.7420387268066406	5.216689586639404	NaN	8.881768226623535	10.516352653503418	NaN	4.039125442504883	6.293284893035889	NaN
VKORL_MOUSE	Q6TEK5	Vkorc1l1	Vitamin K epoxide reductase complex subunit 1-like protein 1	100	122.11192321777344	121.1189193725586	196.6859588623047	177.38172912597656	196.59671020507812	193.3711395263672	164.7444305419922	171.94570922851562	102.74351501464844	162.57574462890625	146.20407104492188	177.24559020996094	118.22850036621094	145.30715942382812	135.8073272705078
MYH14_MOUSE	Q6URW6	Myh14	Myosin-14	100	103.17079162597656	124.89166259765625	99.65995025634766	128.73463439941406	239.01356506347656	118.24835205078125	111.59571075439453	99.48233032226562	197.9224090576172	96.55328369140625	128.76622009277344	173.50331115722656	487.53033447265625	77.06317138671875	219.5029296875
RBP10_MOUSE	Q6VN19	Ranbp10	Ran-binding protein 10	66.7	7.8896002769470215	NaN	10.426161766052246	7.437078952789307	NaN	NaN	7.364665508270264	4.865467548370361	6.531674861907959	NaN	7.6543803215026855	6.8875813484191895	9.65392017364502	4.669274806976318	NaN
WDFY3_MOUSE	Q6VNB8	Wdfy3	WD repeat and FYVE domain-containing protein 3	86.7	19.824859619140625	33.196388244628906	21.062639236450195	34.421634674072266	31.429027557373047	NaN	32.22262954711914	20.480199813842773	41.165470123291016	24.444955825805664	24.358631134033203	34.293582916259766	30.845468521118164	20.721874237060547	NaN
NTRK3_MOUSE	Q6VNS1	Ntrk3	NT-3 growth factor receptor	100	63.6552734375	39.93038558959961	31.43033790588379	35.8117561340332	28.574459075927734	31.527341842651367	42.663330078125	33.919639587402344	37.03555679321289	28.396320343017578	26.6348876953125	29.053556442260742	19.203372955322266	26.96137809753418	47.54948425292969
DGLA_MOUSE	Q6WQJ1	Dagla	Diacylglycerol lipase-alpha	100	128.110595703125	138.53677368164062	108.39038848876953	133.50421142578125	97.27510833740234	89.13294219970703	134.8087921142578	92.6373291015625	113.15431213378906	97.71520233154297	123.10150909423828	101.78215789794922	104.3228530883789	112.46923828125	73.57061004638672
KCD12_MOUSE	Q6WVG3	Kctd12	BTB/POZ domain-containing protein KCTD12	100	410.2239990234375	453.797119140625	502.4198913574219	385.8694152832031	495.2333984375	529.49169921875	455.2552185058594	530.3199462890625	398.5107116699219	434.9329528808594	382.1877746582031	541.7303466796875	359.15155029296875	465.8335266113281	572.075439453125
CTL1_MOUSE	Q6X893	Slc44a1	Choline transporter-like protein 1	86.7	49.36643981933594	54.6480598449707	41.585506439208984	62.692344665527344	NaN	60.0205192565918	60.061790466308594	80.43278503417969	64.99275207519531	57.8266716003418	72.59871673583984	42.06434631347656	62.2625617980957	40.64970397949219	NaN
GGYF2_MOUSE	Q6Y7W8	Gigyf2	GRB10-interacting GYF protein 2	100	39.90677261352539	32.731544494628906	32.925601959228516	31.792316436767578	64.41134643554688	58.44613265991211	31.89581298828125	44.42474365234375	57.58186340332031	37.20676803588867	47.191925048828125	42.49115753173828	58.77803421020508	40.34747314453125	46.84659957885742
MTMR5_MOUSE	Q6ZPE2	Sbf1	Myotubularin-related protein 5	100	121.82304382324219	130.30902099609375	118.64968872070312	175.7827911376953	136.0301971435547	137.35809326171875	119.30137634277344	111.2007827758789	136.05531311035156	119.3264389038086	146.37908935546875	117.217529296875	117.02456665039062	101.83705139160156	188.9053192138672
TIAM2_MOUSE	Q6ZPF3	Tiam2	Rho guanine nucleotide exchange factor TIAM2	73.3	8.612083435058594	12.99209213256836	13.75317668914795	26.445871353149414	NaN	41.41165542602539	5.955158233642578	46.68824768066406	40.96516799926758	36.69422912597656	53.742408752441406	NaN	22.425457000732422	NaN	NaN
TEX2_MOUSE	Q6ZPJ0	Tex2	Testis-expressed protein 2	100	40.220481872558594	35.9548225402832	27.63124656677246	48.42951965332031	53.3063850402832	37.61410140991211	41.46558380126953	29.811132431030273	43.10357666015625	45.79899978637695	38.580501556396484	48.10151290893555	44.40986251831055	32.96000671386719	82.8412094116211
UBE2O_MOUSE	Q6ZPJ3	Ube2o	(E3-independent) E2 ubiquitin-conjugating enzyme UBE2O	100	57.63768768310547	75.28404998779297	58.12394332885742	80.07904052734375	63.56819534301758	64.76055145263672	66.73384094238281	89.39729309082031	80.29393768310547	71.8742904663086	84.517578125	70.1530532836914	93.49552917480469	71.80840301513672	65.88532257080078
PITM2_MOUSE	Q6ZPQ6	Pitpnm2	Membrane-associated phosphatidylinositol transfer protein 2	93.3	44.54946517944336	51.35600280761719	42.630611419677734	56.21061706542969	38.86516189575195	35.22486877441406	59.565330505371094	30.655099868774414	58.38323211669922	47.22423553466797	50.20589828491211	43.81779861450195	41.12583923339844	41.993282318115234	NaN
NSMA3_MOUSE	Q6ZPR5	Smpd4	Sphingomyelin phosphodiesterase 4	93.3	58.61635208129883	50.23688888549805	37.13796615600586	70.46793365478516	66.31858825683594	38.30674743652344	65.35350036621094	54.427650451660156	43.0328254699707	47.52692794799805	64.79124450683594	52.84636306762695	54.635223388671875	44.6646842956543	NaN
KBP_MOUSE	Q6ZPU9	Kifbp	KIF-binding protein	100	39.99407196044922	47.440155029296875	34.64926528930664	49.02204895019531	80.33326721191406	43.91416549682617	53.905479431152344	57.478214263916016	63.54990005493164	50.168949127197266	70.31153869628906	41.78609848022461	62.54774475097656	48.891963958740234	62.16102981567383
SMG5_MOUSE	Q6ZPY2	Smg5	Nonsense-mediated mRNA decay factor SMG5	80	24.864116668701172	25.822824478149414	19.932537078857422	33.172000885009766	NaN	20.659324645996094	28.391027450561523	29.17741584777832	NaN	28.75645637512207	27.11640739440918	50.95720672607422	30.392955780029297	18.68134880065918	NaN
ZC3H4_MOUSE	Q6ZPZ3	Zc3h4	Zinc finger CCCH domain-containing protein 4	100	44.171295166015625	39.74616622924805	35.57333755493164	34.49517822265625	45.271636962890625	38.17982482910156	53.117740631103516	42.89596176147461	50.2142448425293	50.38779830932617	41.055999755859375	62.09817123413086	42.51683807373047	47.07754898071289	28.467897415161133
CNOT1_MOUSE	Q6ZQ08	Cnot1	CCR4-NOT transcription complex subunit 1	100	156.88832092285156	171.82611083984375	121.40644073486328	203.94747924804688	252.24969482421875	165.03453063964844	170.3433837890625	174.36325073242188	187.16502380371094	144.8501739501953	206.48834228515625	153.3950653076172	244.82691955566406	146.4984588623047	139.98085021972656
EFR3B_MOUSE	Q6ZQ18	Efr3b	Protein EFR3 homolog B	93.3	27.548381805419922	39.85478591918945	20.704097747802734	35.77969741821289	28.68208122253418	33.94618606567383	24.194042205810547	24.54318618774414	26.93963050842285	22.75783348083496	31.50325584411621	16.38638687133789	44.8145637512207	15.590786933898926	NaN
TAOK2_MOUSE	Q6ZQ29	Taok2	Serine/threonine-protein kinase TAO2	73.3	6.827057361602783	14.30840015411377	8.110261917114258	NaN	NaN	14.861041069030762	8.68914794921875	6.293995380401611	12.702616691589355	5.799675464630127	23.78402328491211	NaN	6.0949602127075195	2.8661911487579346	NaN
CAND1_MOUSE	Q6ZQ38	Cand1	Cullin-associated NEDD8-dissociated protein 1	100	144.69422912597656	189.17691040039062	148.54440307617188	206.766845703125	135.69134521484375	142.25619506835938	160.361083984375	174.846435546875	150.79957580566406	141.933349609375	164.87493896484375	147.97567749023438	278.8087463378906	145.28591918945312	147.05575561523438
LARP1_MOUSE	Q6ZQ58	Larp1	La-related protein 1	100	86.20510864257812	63.176513671875	82.89212799072266	76.93426513671875	69.02879333496094	99.31156921386719	68.46208953857422	77.04764556884766	112.36235809326172	91.30741119384766	83.01673126220703	64.35242462158203	95.14665985107422	65.74263763427734	115.25383758544922
RHG26_MOUSE	Q6ZQ82	Arhgap26	Rho GTPase-activating protein 26	100	34.34548568725586	43.65761947631836	34.40491485595703	47.40426254272461	118.44010162353516	46.046653747558594	33.48056411743164	45.28140640258789	44.95667266845703	36.41492462158203	40.47995376586914	35.33863830566406	30.796842575073242	31.696012496948242	39.09397888183594
KDM1A_MOUSE	Q6ZQ88	Kdm1a	Lysine-specific histone demethylase 1A	86.7	22.5379581451416	32.85477828979492	26.232378005981445	17.035873413085938	NaN	23.014707565307617	22.41179656982422	33.399417877197266	54.5171012878418	24.41180419921875	35.194725036621094	22.624597549438477	61.113426208496094	31.343364715576172	NaN
NBEL2_MOUSE	Q6ZQA0	Nbeal2	Neurobeachin-like protein 2	13.3	NaN	NaN	NaN	NaN	NaN	NaN	6.8820719718933105	NaN	NaN	NaN	NaN	NaN	27.41256332397461	NaN	NaN
NU188_MOUSE	Q6ZQH8	Nup188	Nucleoporin NUP188	86.7	8.507007598876953	23.19266700744629	17.314838409423828	20.726011276245117	NaN	22.561826705932617	17.442426681518555	15.830321311950684	18.410560607910156	26.224397659301758	22.306840896606445	17.32971954345703	26.296634674072266	10.558443069458008	NaN
MLEC_MOUSE	Q6ZQI3	Mlec	Malectin	100	127.10555267333984	159.125732421875	84.6221694946289	186.791748046875	187.71884155273438	137.39297485351562	158.67100524902344	144.37953186035156	112.57274627685547	115.56156921386719	150.18113708496094	121.18043518066406	115.91521453857422	146.73245239257812	98.62300109863281
ACAP2_MOUSE	Q6ZQK5	Acap2	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	93.3	22.755205154418945	34.666465759277344	18.889118194580078	37.21364212036133	NaN	31.85209846496582	34.37919998168945	31.367910385131836	31.5599308013916	19.48886489868164	39.66151428222656	25.847362518310547	81.81910705566406	28.803041458129883	102.73123168945312
WDR43_MOUSE	Q6ZQL4	Wdr43	WD repeat-containing protein 43	93.3	18.309335708618164	16.680124282836914	9.781204223632812	23.15655517578125	16.4173641204834	20.493783950805664	15.045502662658691	17.176788330078125	20.348369598388672	21.650327682495117	31.094297409057617	20.356857299804688	25.599153518676758	28.246980667114258	NaN
LSM8_MOUSE	Q6ZWM4	Lsm8	U6 snRNA-associated Sm-like protein LSm8	100	120.12580108642578	88.66614532470703	133.25564575195312	102.15174102783203	215.95748901367188	142.8297882080078	128.62539672851562	118.69306182861328	99.16195678710938	138.07342529296875	86.29991912841797	231.6704864501953	124.1641845703125	167.15345764160156	219.50904846191406
RS9_MOUSE	Q6ZWN5	Rps9	Small ribosomal subunit protein uS4	100	2393.91015625	2098.4169921875	1989.49853515625	2524.56005859375	3396.77197265625	2736.823486328125	2217.7373046875	3084.83203125	3034.238037109375	2595.06298828125	2142.079833984375	2351.9267578125	3983.37451171875	2131.848876953125	2037.79052734375
SYNE2_MOUSE	Q6ZWQ0	Syne2	Nesprin-2	100	25.773422241210938	37.84384536743164	25.929292678833008	26.235759735107422	41.909263610839844	20.998891830444336	33.560054779052734	24.60067367553711	12.044440269470215	30.411514282226562	32.537208557128906	18.587854385375977	38.933345794677734	30.983989715576172	34.301658630371094
SPCS3_MOUSE	Q6ZWQ7	Spcs3	Signal peptidase complex subunit 3	100	43.21357727050781	51.61970138549805	45.52173614501953	45.746490478515625	107.20305633544922	44.629512786865234	60.858421325683594	30.56708335876465	49.46138381958008	53.7363395690918	59.407806396484375	77.75792694091797	126.24784088134766	59.132957458496094	72.63074493408203
SYNE1_MOUSE	Q6ZWR6	Syne1	Nesprin-1	100	77.35777282714844	88.71444702148438	70.03974151611328	80.2128677368164	124.6753921508789	59.95856475830078	84.75885009765625	50.40962600708008	49.54553985595703	74.71984100341797	81.1385726928711	78.29109191894531	68.99851989746094	69.57133483886719	110.44969177246094
RS27_MOUSE	Q6ZWU9	Rps27	Small ribosomal subunit protein eS27	100	247.3489990234375	358.66925048828125	351.5845031738281	300.38165283203125	233.10415649414062	357.01531982421875	290.4870300292969	284.14208984375	323.3705139160156	289.6539306640625	193.54437255859375	160.66680908203125	244.0680389404297	340.5934143066406	124.18386840820312
RL10_MOUSE	Q6ZWV3	Rpl10	Large ribosomal subunit protein uL16	100	300.60552978515625	253.2550048828125	208.7529296875	382.3255615234375	319.5304260253906	334.105712890625	294.60400390625	234.43589782714844	309.84637451171875	344.0899353027344	307.6844787597656	251.5550994873047	339.0582580566406	294.96905517578125	216.78424072265625
RL35_MOUSE	Q6ZWV7	Rpl35	Large ribosomal subunit protein uL29	100	191.42599487304688	240.22918701171875	168.49685668945312	247.55319213867188	336.0898132324219	264.4310607910156	250.8966064453125	158.8428497314453	217.53485107421875	262.9620666503906	246.00645446777344	211.2157745361328	593.2138061523438	239.07406616210938	162.39366149902344
IF2A_MOUSE	Q6ZWX6	Eif2s1	Eukaryotic translation initiation factor 2 subunit 1	100	130.62149047851562	178.2788848876953	111.22853088378906	169.45042419433594	207.1951904296875	198.07095336914062	149.68096923828125	164.6600799560547	193.9934844970703	170.83839416503906	169.27670288085938	199.38662719726562	268.43756103515625	178.09230041503906	216.7987823486328
RS27L_MOUSE	Q6ZWY3	Rps27l	Small ribosomal subunit protein eS27-like	100	88.11565399169922	123.30374908447266	123.6606674194336	83.67219543457031	145.09719848632812	128.62408447265625	84.86933135986328	70.1721420288086	91.62886047363281	92.3392105102539	84.5579605102539	61.00079345703125	148.7511444091797	127.21409606933594	96.12330627441406
TYB10_MOUSE	Q6ZWY8	Tmsb10	Thymosin beta-10	86.7	45.64875030517578	103.37351989746094	112.24720764160156	69.2097396850586	156.63143920898438	107.3047103881836	88.70989227294922	51.8878059387207	NaN	80.22293090820312	48.97914505004883	132.99935913085938	NaN	49.6093635559082	331.4661560058594
UB2R2_MOUSE	Q6ZWZ2	Ube2r2	Ubiquitin-conjugating enzyme E2 R2	86.7	41.29267501831055	26.710119247436523	75.64290618896484	NaN	177.93931579589844	61.24360275268555	45.91166687011719	47.25545120239258	NaN	82.3099136352539	51.35144805908203	82.78813934326172	105.05520629882812	67.80420684814453	187.9231719970703
AKAP9_MOUSE	Q70FJ1	Akap9	A-kinase anchor protein 9	100	24.9954776763916	38.050716400146484	28.286706924438477	36.73255920410156	73.9908676147461	29.48578643798828	40.26877975463867	25.67264175415039	33.121097564697266	43.23403549194336	48.44496536254883	32.91282653808594	32.3939208984375	33.23178482055664	47.27072525024414
SYNEM_MOUSE	Q70IV5	Synm	Synemin	26.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	38.31412887573242	20.224166870117188	NaN	87.01282501220703	NaN	101.9475326538086
TLN2_MOUSE	Q71LX4	Tln2	Talin-2	100	36.27499008178711	45.84759521484375	54.87088394165039	42.96171188354492	57.909385681152344	26.456411361694336	38.30120086669922	29.029624938964844	32.12978744506836	27.70692253112793	34.993656158447266	35.461971282958984	35.08537673950195	28.36733055114746	51.974998474121094
CSPG5_MOUSE	Q71M36	Cspg5	Chondroitin sulfate proteoglycan 5	100	74.22537994384766	67.94231414794922	51.78485870361328	61.4348030090332	39.86924743652344	54.150657653808594	58.694332122802734	39.65010452270508	70.92658233642578	51.11738586425781	50.66248321533203	50.13846969604492	36.82418441772461	36.595088958740234	113.53693389892578
KAT3_MOUSE	Q71RI9	Kyat3	Kynurenine--oxoglutarate transaminase 3	86.7	29.29082489013672	29.323457717895508	34.678245544433594	38.15067672729492	NaN	41.63385772705078	20.68628692626953	71.74276733398438	32.757720947265625	22.524812698364258	24.983644485473633	25.07002830505371	113.30474853515625	25.853031158447266	NaN
